Inference for Stan model: anon_model_36d21e616971c881d1e45dd863be4cb0.
4 chains, each with iter=15000; warmup=7500; thin=1; 
post-warmup draws per chain=7500, total post-warmup draws=30000.

                  mean se_mean     sd   2.5%    25%    50%    75%  97.5%  n_eff   Rhat
G[11]             3.32    0.04   0.72   1.97   2.79   3.33   3.83   4.71  271.0   1.02
G[12]             2.44    0.01   0.18   2.11   2.31   2.44   2.56   2.81  297.0   1.01
G[13]              2.8  5.4e-3   0.13   2.57   2.71   2.79   2.88   3.09  603.0    1.0
G[14]             3.27    0.02   0.39   2.66   2.98   3.21   3.49   4.18  541.0    1.0
G[15]             3.68    0.01   0.25   3.23   3.51   3.66   3.82   4.25  533.0   1.01
G[16]             3.26    0.01   0.31   2.73   3.04   3.23   3.45   3.95  805.0   1.01
G[17]             2.65    0.12   0.57   1.63   2.33   2.58   2.91   4.05   23.0   1.22
G[18]             3.91    0.01   0.34   3.37   3.66   3.87   4.12   4.66  632.0    1.0
G[19]             2.68    0.01   0.24   2.24   2.51   2.67   2.84   3.15  300.0   1.02
G[20]             2.81  6.1e-3   0.19   2.46   2.68    2.8   2.93   3.22 1008.0    1.0
G[21]             3.54    0.01   0.23   3.18   3.38   3.51   3.66   4.08  511.0   1.01
G[22]             3.16    0.01   0.34   2.61   2.92   3.11   3.35   3.93  614.0   1.01
G[23]             2.27  7.5e-3   0.13   2.06   2.17   2.25   2.36   2.55  310.0   1.03
G[24]             2.49    0.01   0.23   2.16   2.32   2.46   2.62   3.01  394.0   1.01
G[25]             3.21    0.02   0.46   2.27   2.91   3.21   3.51   4.13  339.0   1.01
G[26]             3.39    0.01   0.26   2.99   3.21   3.35   3.53   4.01  384.0   1.01
G[27]             3.61  9.2e-3   0.22   3.21   3.46    3.6   3.75    4.1  576.0   1.01
G[28]             3.09    0.01   0.28   2.62   2.89   3.06   3.24   3.73  596.0   1.01
G[29]             3.42    0.02   0.31   2.78   3.22   3.42   3.62   4.03  341.0   1.01
