Inference for Stan model: anon_model_893ae0f30707a4f59ccad73c820dc14f.
4 chains, each with iter=36000; warmup=18000; thin=1; 
post-warmup draws per chain=18000, total post-warmup draws=72000.

               mean se_mean     sd   2.5%    25%    50%    75%  97.5%  n_eff   Rhat
numax[17]     89.43  3.7e-3   0.43  88.59  89.14  89.42  89.72  90.27  13775    1.0
numax[18]     46.57  2.2e-3   0.24  46.11  46.41  46.57  46.73  47.04  11569    1.0
numax[19]     63.12  2.4e-3   0.28  62.58  62.93  63.12   63.3  63.66  13292    1.0
numax[20]    104.14  2.4e-3    0.3 103.55 103.94 104.14 104.35 104.74  16604    1.0
numax[21]     51.03  2.7e-3   0.31  50.43  50.82  51.03  51.23  51.63  13234    1.0
numax[22]     94.77  3.2e-3   0.36  94.07  94.52  94.77  95.01  95.48  12386    1.0
numax[23]      45.7  3.5e-3   0.38  44.96  45.44   45.7  45.96  46.45  11949    1.0
numax[24]     67.81  2.6e-3   0.31  67.21  67.61  67.81  68.02  68.42  13955    1.0
numax[25]     56.33  3.8e-3   0.45  55.46  56.03  56.33  56.64  57.22  13956    1.0
numax[26]     83.09  4.1e-3   0.54  82.02  82.72  83.09  83.45  84.16  17925    1.0
numax[27]     98.63  6.4e-3   0.77  97.13   98.1  98.62  99.14 100.14  14652    1.0
numax[28]     50.47  2.8e-3   0.35  49.77  50.23  50.46   50.7  51.16  15938    1.0
numax[29]     92.96  4.3e-3   0.61  91.76  92.55  92.96  93.37  94.16  20135    1.0
numax[30]     58.87  1.9e-3   0.26  58.36  58.69  58.87  59.04  59.38  18186    1.0
numax[31]     66.47  2.9e-3   0.38  65.73  66.21  66.47  66.72   67.2  16470    1.0
numax[32]     64.11  3.2e-3   0.42  63.29  63.83  64.11   64.4  64.93  16798    1.0
numax[33]     48.74  3.6e-3    0.4  47.96  48.48  48.74  49.01  49.52  12072    1.0
numax[34]     45.41  2.2e-3   0.31  44.81  45.21  45.41  45.62  46.01  19854    1.0
numax[35]     52.33  4.5e-3   0.57   51.2  51.94  52.33  52.71  53.45  16287    1.0
numax[36]      57.3  2.9e-3   0.39  56.54  57.04   57.3  57.56  58.06  17843    1.0
numax[37]     89.33  1.9e-3   0.25  88.83  89.16  89.33  89.51  89.83  17712    1.0
numax[38]     103.7  4.9e-3    0.5 102.73 103.36  103.7 104.03 104.67  10154    1.0
numax[39]     99.74  5.3e-3   0.59  98.58  99.33  99.74 100.14  100.9  12652    1.0
numax[40]      60.3  2.9e-3   0.32  59.67  60.09   60.3  60.52  60.93  12505    1.0
numax[41]     52.79  5.0e-3   0.51  51.81  52.45  52.79  53.13  53.79  10257    1.0
numax[42]     56.06  2.5e-3   0.28  55.51  55.87  56.06  56.25  56.62  12841    1.0
numax[43]     50.21  1.8e-3   0.26  49.71  50.04  50.21  50.38  50.72  20416    1.0
